aid,view,danmaku,favorite,coin,share
38439743,1212,6,23,39,1
38435458,58,0,0,2,2
38434487,29,0,0,2,0
38432296,44,0,0,1,1
38433903,1341,7,39,61,1
38427528,485,5,13,44,1
38426971,37,0,1,2,0
38424893,131,0,0,2,0
38424392,51,1,0,4,2
38424220,78,0,3,2,0
38421842,2696,4,55,91,3
38417587,65,0,0,1,4
38419767,15,0,1,2,0
38419471,41,1,0,4,1
38399153,40,0,2,8,1
38406697,190,0,4,10,8
38408133,20,0,1,2,0
38413266,32,0,5,6,0
38412268,560,0,1,4,3
38333292,142,0,10,16,1
38407759,66,0,1,2,0
38402805,127,2,7,7,6
38391897,5352,104,281,371,15
38366292,24333,335,836,697,410
38389834,36,0,0,2,1
38388862,14,0,1,3,0
38388836,356,0,1,3,0
38385877,13,0,3,6,0
38386743,45,1,3,12,2
38380129,104,0,1,2,0
38377587,27,0,1,2,0
38376403,11,0,0,2,0
38375742,12120,328,1277,1311,105
38375308,114,0,6,19,6
38375422,71,1,3,6,1
38374587,2846,17,155,339,13
38373634,308,14,33,92,3
38367208,118,1,8,21,4
38368489,56,0,2,11,0
38362396,3124,27,297,275,15
38361752,18477,842,1136,781,205
38357217,119303,985,4396,2328,677
38355904,159,0,2,6,1
38356489,205,0,16,46,6
38354839,13,0,0,2,0
38352339,27,0,1,4,0
38348630,450,0,62,54,3
38348559,147,6,16,14,6
38347466,1588,4,50,16,4
38347356,25,0,0,2,0
38332152,101,0,12,35,1
38331150,66,0,3,2,1
38338756,4941,19,74,76,21
38337646,13,0,0,1,1
38333416,26,0,0,4,0
38328778,23,0,1,2,1
38325159,26,0,0,2,0
38317605,163,4,3,10,5
38319812,73785,683,6215,7562,925
38310772,71,2,2,2,0
38318852,18,0,0,2,0
38315320,4559,1,115,81,8
38314124,25,1,0,4,0
38314487,45,0,0,1,0
38313893,30,0,0,2,0
38314478,144,0,4,1,0
38311609,35,0,3,2,0
38306336,52,0,2,6,0
38310660,101,0,1,1,3
38310282,18,0,1,2,1
38309229,35,0,0,4,1
38305669,63,0,1,5,0
38303735,22,0,0,2,0
38298316,24,0,1,2,0
38299725,54,0,1,2,0
38300457,55,0,1,4,1
38291708,10,0,0,2,0
38295024,532,5,18,31,4
38298162,38,0,2,6,0
38297701,31,0,1,2,0
38296106,77,0,6,8,1
38294243,25,0,2,2,4
38293316,59,0,1,2,4
38290694,82,0,2,2,1
38288252,11,1,0,2,0
38292367,48,0,3,3,1
38288068,131,1,3,6,5
38288401,25,0,0,2,0
38288611,3016,14,80,184,14
38285570,77,1,3,4,1
38281533,103,0,11,6,0
38283910,24,0,1,2,1
37830973,7329,53,431,1014,47
38260722,2823,54,237,337,10
38278148,53975,331,1252,2791,310
38276142,96,0,1,7,4
38272851,21,0,0,2,2
38271549,646,1,34,18,2
38271043,47,0,1,10,2
38269483,34,0,1,2,0
38268264,40,0,0,2,1
38268704,101,0,7,2,1
38218123,36,1,0,3,0
38250405,759,1,18,56,14
38261349,813,4,13,12,4
38256922,437,2,6,23,3
38252810,600,4,40,36,1
38257945,10,0,0,2,1
38257459,53,2,0,2,0
38255284,28,0,0,2,0
38246619,435,3,12,12,0
38249328,108,1,13,13,2
38242965,179,0,2,2,8
38242206,30,2,2,4,2
38243863,28,0,3,4,1
38124141,163,7,2,11,1
38241425,43,4,2,5,1
38235613,87,9,3,13,0
38232267,112,0,7,2,0
38231028,41,1,1,2,1
38231792,30,0,0,2,2
38230875,7934,139,781,664,41
38229179,23,0,1,2,1
38229170,11292,240,1142,716,119
38226577,28,0,1,2,0
38226782,18,0,1,2,0
38204449,11647,75,1775,2197,215
38223939,21,0,2,2,0
38223394,18,0,2,4,0
38219716,57,0,3,2,1
38197947,3137,74,419,435,46
38212356,441,2,16,22,0
38213348,121,0,3,2,0
38210234,191,0,1,4,1
38208004,53,0,2,4,2
38204965,32,0,1,2,1
38202156,165,1,11,19,0
38202357,103,0,2,4,2
38188445,28,0,0,2,0
38189555,132,4,4,2,1
38188653,46,0,1,2,0
38187493,38,0,0,2,0
38186034,53,0,2,4,0
38184796,87,0,4,8,3
38182559,124,1,3,10,2
38168147,346,0,19,28,0
38181080,2308,6,36,61,1
38170368,21566,248,1102,1720,86
38150852,40,0,5,12,1
38174245,761,3,15,13,1
38172464,86,0,2,4,0
38169973,26,0,1,2,1
38169580,39,0,1,2,0
38167123,260,1,4,2,0
38161729,41,0,1,3,0
38159416,20,1,0,2,0
38156057,7870,187,412,966,60
38155466,393,0,4,9,1
38646314,4,0,1,1,0
38645663,1262,3,4,3,2
38525420,493,0,1,2,0
38643409,3,0,1,1,0
38642949,5,0,1,1,0
38641273,7,0,1,2,0
38605464,145911,293,595,534,35
38608305,11,0,0,2,0
38609679,49,0,1,2,0
38603826,12285,11,572,169,59
38608774,24,0,1,1,0
38608250,8,0,0,2,0
38574633,1024,1,4,4,1
38606116,27,1,1,1,0
38606710,49,0,1,2,2
38608662,30,0,0,2,0
38607945,24,0,2,1,1
38606697,345,5,10,12,1
38603223,20,0,0,2,0
38606377,5,0,1,1,0
38605606,20,0,0,1,0
38604281,316,0,1,4,1
38602929,42,0,1,1,0
38601709,1473,0,12,3,1
38604113,110,0,1,2,0
38601965,36,0,1,2,2
38603927,206,0,2,3,0
38601751,3575,15,69,6,11
38603346,304,0,5,1,0
38598439,303,1,1,1,0
38600823,20,1,0,1,0
38601933,194,10,9,9,2
38600141,48,0,3,3,0
38601910,2254,2,79,17,3
38599130,176,0,3,1,0
38596183,2703,6,100,16,10
38598858,144,0,10,2,1
38598052,5722,82,411,57,23
38597666,100,0,3,1,0
38594141,967,3,149,8,2
38596582,889,4,10,3,0
38593742,160,2,4,2,0
38593305,7136,0,21,3,5
38598299,1111,0,2,1,0
38595270,113,0,0,6,3
38592033,20823,37,94,60,3
38593896,17,0,1,2,0
38592261,16,0,1,1,0
38593823,22,3,2,2,0
38517840,56,2,0,1,0
38594553,965,33,22,4,2
38594520,16,0,0,1,0
38592105,78,0,4,1,1
38595287,3655,14,30,25,0
38588745,1945,22,51,16,3
38579026,40,2,0,1,0
38592174,482,0,21,8,3
38592063,22,0,1,1,0
38587579,3675,19,30,6,0
38591089,237,3,7,10,5
38582741,81,3,6,6,0
38590337,135,66,6,4,2
38589088,127,0,2,2,0
38586997,137,1,7,2,2
38331272,41,0,0,1,0
38362044,215,1,24,25,0
38586882,52,0,4,1,2
38584229,869,5,60,9,2
38585539,130,0,4,3,3
38584041,79,0,0,1,0
38583326,56,1,8,6,2
38584522,26,0,1,2,0
38583132,22,0,1,1,0
38583029,480,47,13,12,2
38581782,108,0,24,1,0
38581611,697,10,11,31,3
38584057,16,0,1,1,0
38578928,144,4,10,26,6
38579100,98,3,2,1,1
38581457,1781,8,46,33,6
38580492,167,1,4,2,0
38579024,143,0,0,1,0
38579101,5,0,1,1,0
38578533,105,0,2,1,0
38577443,138,1,9,3,1
38577798,10,0,1,1,1
38579116,69,0,3,2,0
38578556,50,0,2,2,0
38578144,55,0,2,2,1
38579368,82,0,1,4,2
38574331,43,3,2,3,0
38578159,54,0,2,1,0
38576844,122,0,3,1,0
38577077,416,19,16,21,3
38575329,121,0,4,1,1
38577219,31,0,1,2,1
38576518,981,1,7,5,2
38575190,124,0,2,2,0
38574727,238,0,30,4,2
38575566,118,0,0,1,0
38573720,16,0,0,1,0
38575093,50,0,1,1,2
38571169,290,0,11,2,1
38572966,22,0,0,1,1
38574481,31,0,3,2,1
38574382,12,0,0,1,0
38574476,74,0,0,1,2
38573234,26,1,1,1,0
38572260,17,0,1,1,0
38573001,11,0,0,1,0
38572003,210,7,7,9,0
38562574,54,3,3,13,3
38572341,197,1,6,3,1
38572097,65,0,1,1,0
38572157,132,0,3,8,0
38573172,10,0,2,1,0
38572317,224,2,0,4,1
38571841,51,0,4,1,0
38404979,3545,1,8,6,0
38095961,1130,7,65,29,4
38552260,76,0,2,3,0
38571680,252,4,21,1,0
38570670,1515,2,24,4,1
38570454,99,0,2,1,0
38569717,121,0,8,2,0
38570545,3437,57,46,45,12
38569495,20,0,1,2,1
38569891,36,0,1,1,0
38570592,39,0,1,2,0
38570776,114,0,2,1,1
38570459,80,1,12,1,0
38570341,26,0,2,1,0
38570183,1633,2,88,2,7
38570021,292,0,13,2,0
38570829,32,0,0,1,0
38570282,141,0,5,3,0
38569787,57,0,6,4,0
38569564,12,0,2,2,1
38569773,68,0,6,1,0
38569832,130,0,1,1,0
38570457,218,1,10,1,0
38568443,76,0,0,1,0
38568952,21,0,0,2,1
38568697,517,0,1,2,3
38567026,17,0,0,2,0
38566821,9,0,1,2,0
38565931,9,0,0,2,0
38566434,21,0,1,1,0
38566668,51,1,1,1,2
38565480,3833,66,274,122,10
38565460,2011,7,65,5,3
38265616,620,0,8,7,1
38565750,7,0,0,2,0
38552810,21,0,3,8,2
38566344,10,0,0,1,0
38566066,31,1,3,1,1
38547220,1424,5,11,16,5
38565167,126,1,16,2,3
38641649,38,0,0,6,0
38632903,32,0,2,4,0
38641110,611,0,6,2,0
38640272,29,0,0,1,0
38639507,163,3,6,2,3
38597601,13,0,2,1,1
38638800,6,0,1,2,0
38564397,38,0,3,3,0
38564275,50,0,2,1,0
38544963,20,0,0,1,0
38564042,10,0,1,1,0
38563718,26,0,0,34,1
38558834,3742,7,95,21,6
38546108,2070,0,7,3,1
38563119,218,0,5,5,1
38562045,7070,19,425,329,40
38562724,2084,31,43,17,2
38562250,6804,10,85,20,8
38562551,25,0,2,2,0
38548874,84,2,10,9,2
38560299,2666,11,86,4,1
38561340,884,9,36,15,16
38559410,48,1,3,2,0
38560432,946,5,4,20,7
38560198,122,0,0,1,1
38634416,114,4,5,6,0
38637544,10,0,2,2,0
38611530,10727,305,222,234,91
38610909,2059,16,27,7,4
38637223,376,2,11,4,0
38635618,257,0,3,1,1
38632141,1981,10,13,7,5
38636120,17,0,0,2,0
38635778,46,0,0,1,0
38635302,155,0,6,3,5
38633733,403,7,4,10,0
38634445,215,0,3,1,0
38633191,46,0,2,2,0
38634179,5,0,0,1,0
38633016,363,1,5,2,1
38633970,20,0,1,1,0
38633036,155,0,2,2,0
38630319,244,0,5,1,0
38631705,110,0,2,5,1
38611282,17,0,1,1,1
38630579,932,2,65,10,1
38632641,7,0,1,1,0
38629302,75,2,1,1,0
38632026,21,0,4,6,1
38632346,78,1,0,2,0
38631986,96,0,1,1,0
38632106,3,0,2,1,1
38621603,172,1,2,4,0
38631605,39,0,0,1,0
38631238,462,0,5,2,0
38629621,68,0,2,1,0
38626234,39,0,2,2,0
38623490,19,0,0,1,0
38629631,7155,627,193,423,43
38627699,5,0,1,2,1
38626408,8,0,1,2,0
38626584,115,1,10,14,0
38630305,85,2,1,4,0
38625707,211,0,8,2,0
38629822,141,0,2,1,0
38622603,107,2,1,4,0
38623299,13,0,1,2,0
38628251,696,0,4,6,0
38627996,2147,0,10,4,1
38626679,2348,4,19,2,6
38621129,392,0,7,2,4
38626573,173,1,2,6,2
38626149,34,0,0,1,0
38620437,88,3,2,2,0
38609743,6276,3,35,13,24
38612739,740,3,48,9,0
38625057,39,0,2,3,2
38619798,307,0,3,1,0
38619024,169,0,0,2,0
38624083,391,2,7,13,17
38619004,817,0,8,3,0
38623120,76,1,4,5,1
38602836,796,0,40,6,3
38617824,17,0,3,1,1
38596726,255,0,6,5,1
38617249,373,14,10,12,2
38602003,5628,19,43,16,6
38617504,109,0,0,1,0
38619887,253,0,5,2,2
38615811,572,0,6,2,0
38619956,34,0,1,2,1
38619462,248,0,9,1,0
38615712,480,0,4,2,6
38615551,161,2,1,8,1
38541933,50,0,5,11,2
38614943,170,0,2,1,0
38614656,43,0,1,1,0
38616985,86,0,2,1,0
38616733,28,0,0,1,0
38614152,1332,11,14,42,3
38615536,2065,19,95,23,165
38613679,264,0,10,3,0
38611528,916,0,19,5,16
38610502,2016,2,132,11,1
38611144,1352,3,22,1,4
38612798,280,0,1,1,0
38610485,3589,21,107,68,102
38609014,121,0,4,5,1
38610457,341,1,11,7,0
38610622,96,0,4,2,1
38611223,29,0,1,2,0
38612055,36,0,3,3,0
38608942,15,0,1,1,1
38611847,248,0,4,2,5
38608636,134,0,5,1,0
38610358,3,0,0,2,0
38644909,26,0,6,8,1
38637423,39,1,10,3,0
38626890,19,0,0,4,0
38635875,30,0,3,5,0
37795457,17,0,1,1,0
38629603,42,0,1,4,1
38628758,410,2,8,9,1
38628312,17,1,1,7,1
38626851,48,1,13,1,0
38626481,22,1,12,1,0
38630260,2119,1,34,1,0
38623703,172,1,11,1,1
38581262,33,4,2,5,2
38620656,5681,0,52,12,7
38615153,29,0,1,1,0
38615928,228,0,14,8,1
38614096,917,6,16,17,0
38614717,6173,359,51,18,5
38614890,12536,208,82,21,18
38614496,203,0,27,2,0
38331007,158,3,3,9,3
38325339,960,12,72,29,27
38325720,119,1,25,22,2
38323692,1569,16,106,77,15
38324925,96,0,35,2,1
38324459,109,1,45,3,4
38321408,72,0,2,2,2
38314605,63,1,3,2,1
38315048,37,0,3,2,1
38315991,23,0,3,2,1
38316095,32,0,5,3,1
38320331,155,1,26,8,5
38318536,14,0,1,2,2
38315417,374,0,111,7,2
38315710,157,2,27,17,2
38315094,44,1,2,4,1
38316636,1380,12,77,36,24
38315465,159,0,38,4,1
38311938,24,0,8,1,0
38312678,37,3,5,8,1
38312868,215,1,95,11,10
38314801,124,1,64,5,5
38314616,1729,68,299,68,29
38310737,126,2,11,9,0
38309035,31,0,7,4,1
38306810,174,10,26,38,11
38305681,26,0,15,2,1
37968664,1147,6,119,84,20
38305631,81,0,7,2,2
38302636,55,0,0,2,2
38303163,19,0,9,1,1
38304819,88,3,3,5,0
38304198,30,0,14,1,0
38304022,81,1,33,1,4
38302451,63,0,9,3,1
38301612,48,0,13,3,1
38297169,4494,88,560,206,38
38298976,6285,36,779,481,17
38294779,27,0,1,2,0
38296012,3086,13,144,249,38
38295999,110,1,38,3,1
38297550,2274,18,362,222,37
38291309,330,0,30,6,0
38291078,59,0,0,4,1
38245608,92,0,14,28,4
38291993,2197,13,338,107,8
38290496,90,1,5,7,0
38290003,74,1,28,1,3
38289205,91,0,5,4,1
38288992,1041,2,143,51,9
38284883,46705,52,830,812,59
38286060,681,21,56,25,2
38286327,67,2,4,13,1
38284904,66,0,0,2,0
38284857,439,0,31,5,0
38284113,76,0,12,5,0
38269166,492,3,63,40,3
38284773,138,1,12,4,0
38280462,547,3,25,10,2
38280584,47,0,5,4,2
38279827,275,3,61,23,1
38279644,706,9,244,117,13
38278255,79,0,15,12,1
38277390,91,53,8,5,3
38279642,153,1,38,3,0
38278607,753,2,48,21,6
38277587,263,30,42,28,4
38276046,3586,45,483,250,19
38277252,26,1,1,2,0
38276950,30,0,0,2,0
38276882,189,0,19,5,0
38274661,76,1,11,3,2
38273521,20,0,4,1,0
38272560,46,0,1,2,1
38272189,23,0,11,1,0
38270979,29,0,9,1,0
38271249,60,0,1,6,2
38269999,182,1,53,10,2
38250955,280,5,26,18,1
38268929,44,0,5,1,0
38268201,264,1,34,3,2
38266297,46,0,4,2,1
38246266,16,0,8,2,0
38256302,171,0,28,13,1
38261362,6404,56,207,105,3
37214038,15,0,2,2,1
37212649,16,1,1,1,0
38248493,30,0,3,8,0
38256316,230,1,75,8,5
38255742,208,0,32,6,8
38256881,18,0,3,2,0
38254553,221,2,16,6,2
38257199,96,1,12,5,1
38261876,29,0,4,3,2
38253822,46,1,18,1,2
38254051,63,1,24,2,1
38252853,58,1,20,1,0
38250743,826,4,201,104,10
38259087,24,0,6,1,1
38258910,34,0,6,1,1
38248779,37,0,6,10,2
38249175,1016,7,113,47,6
38258744,25,0,3,1,0
38247132,68,0,6,4,0
38252998,34,0,5,13,3
38242930,81,0,15,13,0
38245692,31,0,3,1,0
38250868,77,0,22,1,1
38246644,25,0,1,1,0
38245847,694,3,118,21,3
38242126,102,1,20,12,7
38241031,102,0,4,3,2
38241768,63,0,4,10,0
38238651,1254,11,135,53,1
38237574,10,0,4,1,0
38238857,52,0,8,4,1
38236370,112,0,10,16,0
38237140,30,0,0,1,0
38236234,142,0,6,2,1
38235271,22,0,0,1,1
38234251,33,0,7,1,0
38234350,256,4,56,80,5
38232470,222,0,12,11,2
38231522,187,5,61,8,6
38230155,80,0,21,1,1
38230753,6760,8,208,98,9
38202132,28,13,3,4,1
38121940,32148,508,4033,4206,698
38037340,768,11,104,72,11
38228173,1857,58,440,251,22
38229068,23,0,6,1,0
38226948,119,1,42,1,4
38206219,2019,65,43,18,17
38226998,67,1,28,1,1
38226225,96,2,40,1,1
38226333,87,0,10,8,5
38226892,87,0,20,1,1
38225720,116,0,15,8,2
38226215,143,5,14,5,0
38224450,753,4,231,76,12
38224414,21,0,0,1,0
38225906,24,0,3,1,1
38222946,63,1,7,2,0
38222282,112,1,45,2,4
38221855,131,1,48,1,4
38221792,55,3,22,3,1
38221728,24,0,12,1,0
38222629,1098,3,236,59,26
38222340,60,1,24,1,2
38219860,84,0,1,5,1
38221897,69,5,28,3,4
38221909,10,0,4,1,0
38221186,20,0,2,2,2
38217336,25,0,3,2,0
38220401,373,1,40,44,8
38199214,3039,12,633,124,52
38216820,61,1,32,1,3
38217055,135,1,27,1,1
38216782,100,0,4,4,1
38216439,92,2,40,2,5
38216149,56,1,3,2,0
38214722,25,0,2,4,0
38212621,118522,2943,13916,14776,1819
38215409,7,0,0,2,0
38213601,95,0,8,6,1
38213377,86,0,4,6,1
38211922,231,0,32,7,1
38211321,80,6,4,5,0
38199792,393,2,14,15,0
38208734,33,0,2,2,1
38208779,15,0,3,2,1
38208029,128,0,34,1,0
38207162,131,0,14,7,1
38204633,59,0,29,3,1
38201210,142,2,7,4,1
38202142,60,76,7,1,0
38200099,143,1,14,7,1
38198696,98,10,8,7,1
38197303,84,2,9,1,2
38196550,14,0,0,1,0
38195564,1309,2,7,3,0
38149261,8272,169,1566,1004,66
38194879,57,1,19,2,2
38191650,40,0,2,2,0
38193710,1386,2,321,40,21
38192220,55,155,5,6,0
38191391,25,1,5,1,1
38168513,3219,11,272,128,13
37128529,3698,70,115,58,19
38188587,465,1,7,4,1
38162786,5519,166,1152,1020,116
38188243,44,1,7,1,0
38139288,37,0,5,2,2
38185617,922,50,214,163,24
37906597,424,5,75,70,4
38176513,252,0,16,6,2
38014306,85,1,18,8,3
37966670,119,1,19,3,1
38166355,2807,40,564,218,18
38140168,83,2,11,8,1
37847018,200,3,9,14,2
38181216,5308,111,539,275,52
38180848,451,1,46,53,7
38180426,1721,3,52,22,2
38175380,1729,3,316,100,7
38180018,31,4,5,6,0
38180079,218,0,3,1,0
38101909,1201,8,247,154,11
38174527,174,56,11,4,0
37212977,5,1,0,1,0
37895453,108,0,12,6,2
38169627,16,0,5,1,1
38168825,28,0,5,1,0
38167181,29,0,8,1,0
38166542,149,0,29,9,1
38166353,29,0,11,2,0
38166442,1314,11,40,45,3
38164716,66,0,17,3,2
38164232,165,2,1,1,0
38165052,23,0,5,1,0
38173694,30,6,7,12,3
38164329,34,0,4,2,0
38156315,137,0,2,2,0
38161347,290,2,37,9,0
38165606,992,2,132,17,13
38165281,67,0,7,2,0
38163650,2958,564,103,32,16
38163711,3338,702,173,39,25
38157653,43,0,17,1,1
38159657,284,0,75,12,6
38145487,10304,115,1878,447,212
38144102,376,3,73,17,3
38151163,83,1,32,1,3
38150200,69,1,31,1,2
38150644,96,1,32,4,2
38150769,43,0,25,1,0
38150759,1437,73,230,129,14
38151436,157,0,40,5,0
38150556,3078,101,650,253,20
38149632,14,0,8,1,0
38148818,99,0,27,2,4
38147763,91,1,18,13,0
38148964,398,2,119,12,9
38148546,168,0,45,1,2
38147423,191,1,34,7,0
38017372,882,4,81,34,4
37383735,2749,89,426,172,11
38147306,80,2,21,4,1
38146453,1389,4,124,90,5
38146116,64,1,22,2,1
38145758,219,6,66,67,7
38144242,90,1,8,13,2
38143620,255,2,47,22,1
38143499,124,6,32,16,2
37939709,8455,136,1315,732,47
38142677,4078,25,214,137,20
38140439,18,6,1,2,2
38139141,2868,7,767,103,29
38139203,3054,58,827,161,39
38139284,476,1,68,22,5
38139804,49,0,18,2,0
38078639,1718,94,230,101,9
38139648,174,2,50,3,5
38139869,213,1,86,3,4
38138657,175,0,31,28,2
38137349,57,1,28,1,1
38135664,90,0,14,4,1
38135340,19,0,0,1,0
38136531,102,1,28,3,3
38135551,75,1,23,4,0
38136136,151,0,28,5,0
38135397,75,0,18,4,0
38082325,343,8,50,21,4
38134307,54,1,24,2,1
38134448,1896,42,401,73,52
38131692,202,0,52,4,3
38135212,32,0,2,2,0
38134386,142726,1265,16558,10420,909
38134508,67,1,31,3,3
38134153,25,0,2,4,0
38134115,41,0,20,1,0
38055365,112806,561,9809,7150,1620
38133023,1259,9,162,62,18
38132814,32,0,1,1,2
38131939,77,1,32,2,1
38129320,73,59,12,1,1
38127555,22,0,10,1,0
38127400,49,1,19,1,0
38096590,10,0,0,2,0
38126867,221,3,21,10,3
38124497,1493,65,192,52,23
38123854,19,2,7,4,0
38123721,22,0,1,1,1
38122949,15412,228,2683,813,380
38122852,25,0,1,2,0
38120875,404,5,35,12,1
38119256,32,0,2,4,2
38115471,809,5,96,59,12
38113442,216,2,9,3,1
38111650,71,0,1,2,0
38105871,71,0,15,1,3
38105717,172,0,5,2,2
38086515,122,1,15,20,1
37010840,97,0,8,7,0
38103328,55,1,3,16,3
38101352,26,0,3,2,1
38102044,240,0,37,18,2
38096955,864,29,76,25,7
38096636,2719,10,362,89,24
38096706,53,1,3,3,0
38096127,54,2,7,4,1
38093862,47,0,3,6,0
38094186,38,0,18,3,0
38094629,46,0,1,3,1
38094593,45,0,5,1,0
38093407,31,1,3,3,0
38093005,49,0,6,2,1
38092766,39,0,2,1,0
38611377,199,1,37,52,6
38611677,62,1,3,4,0
38610798,96,0,7,4,1
38608465,3005,8,322,200,11
38601494,5221,0,12,3,1
38604822,21,0,3,3,0
38606343,6,0,1,1,0
38605862,1637,2,101,102,3
38606058,7785,2,207,33,7
38601740,211,0,23,2,1
38601503,4315,4,108,34,4
38603248,85,0,10,1,0
38599525,24,0,0,2,1
38601605,218,1,31,3,3
38597088,4830,0,40,3,1
38601492,1813,1,35,3,4
38597211,1025,0,29,2,0
38547520,201,2,51,21,2
38597556,468,0,16,3,0
38597992,37,1,9,2,0
38592774,75,0,18,2,2
38597083,2151,0,104,17,10
38597212,119,0,11,1,0
38597141,159,0,25,1,1
38596676,11,0,3,3,0
38593099,53,1,17,1,2
38592598,4666,0,40,3,3
38594040,142,0,20,2,2
38588379,124,0,0,8,1
38089726,118,2,8,4,0
38091235,169,0,7,1,1
38087849,58,0,18,1,1
38084887,181,1,8,8,2
38084760,1059,9,119,55,10
38084017,290,15,14,4,6
38083019,294,1,55,4,2
38082483,108,3,11,6,0
38081713,44,1,1,3,1
38081295,38,1,6,5,1
38081406,67,0,11,4,2
38079853,323,1,27,50,2
38080382,41,1,8,2,1
38080324,47,0,5,2,2
38079677,4046,122,685,138,107
38030963,72,0,5,2,0
38074037,133,1,41,3,1
38075423,26,0,10,1,0
38074086,53,0,22,1,0
38075409,45,3,23,1,0
38074189,191,1,67,5,3
38029659,54368,469,7045,5402,243
38069917,88,1,30,2,2
38068510,96,2,35,1,3
38068246,54,0,4,2,0
38065639,9877,65,1822,247,128
38065094,172,1,29,9,0
38066480,1897,7,500,98,33
38065442,1559,2,260,42,26
38065939,391,0,78,7,8
38060696,13855,186,2354,1669,124
37630267,10390,182,2154,1361,99
38581598,153,2,14,19,2
38579067,63,2,13,3,1
38574471,49,0,5,6,2
38572837,215,1,15,9,0
38570357,21,1,3,3,1
38566812,113,1,26,1,2
38566770,5048,1,54,3,3
38428168,45,0,3,2,1
38562005,85,0,5,4,1
38559908,57,1,6,3,2
38559603,2582,1,98,8,3
38558598,1967,1,130,17,4
38555225,105,0,11,7,0
38556899,103,0,10,3,2
38551085,12,0,1,4,0
38551425,117,0,22,2,0
38554582,664,0,20,1,1
38553447,881,3,80,6,3
38545557,103,1,16,2,1
38545873,14,0,1,2,2
38545333,465,1,144,32,13
38538182,6728,8,248,165,21
38536206,119,1,7,3,2
38532687,66,1,16,1,0
38532179,127,0,13,15,2
38530785,851,0,51,3,1
38530197,747,1,73,5,1
38530084,261,1,31,1,0
38529635,37,0,1,6,1
38525338,18009,34,347,101,130
38529854,240,0,32,2,4
38529923,229,1,43,1,2
38527669,2388,5,325,169,6
38526888,3503,96,174,81,20
38527166,786,0,101,9,4
38526423,74,4,3,8,0
38526247,41,0,1,8,2
38525331,650,3,89,45,9
38525507,229,0,19,1,0
38525686,406,1,8,4,0
38525434,2412,1,153,15,11
38523618,199,0,10,4,0
38525347,165,0,12,1,1
38525017,43,0,3,4,0
38522900,3805,1,209,31,4
38523548,59,0,0,1,0
38523990,34,0,3,1,0
38523088,67,0,3,5,1
38521693,1712,6,45,4,4
38520791,134,1,33,2,2
38520828,85,2,22,2,2
38518197,46,1,2,4,1
38512203,6922,67,208,89,10
38511637,3325,5,374,255,21
38506374,7,0,4,5,0
38504639,1904,4,142,12,10
38503968,40,0,2,2,0
38494666,134,1,20,11,1
38492770,28,0,4,1,1
38492425,23,0,7,2,0
38427801,27,0,0,2,1
38491869,14,1,3,1,0
38490555,531,2,71,34,1
38487287,1209,51,223,109,14
38463418,321,3,12,5,2
38481792,3256,3,75,19,3
38486644,234,2,3,1,1
38480541,30,0,3,1,0
38480895,193,2,2,14,2
38479938,88,0,21,3,0
38479017,1763,2,150,121,14
38477965,107,0,16,10,3
38476902,167,0,10,14,0
38476139,2039,2,107,14,4
38479943,58,0,7,1,0
38479582,103,2,4,1,0
38479773,56,0,3,1,0
38469687,3063,8,341,139,11
38467994,100,1,20,2,1
38468265,4185,35,232,33,23
38468024,2761,7,132,25,9
38468048,112,0,17,20,1
38468267,116,0,9,2,0
38466002,1065,4,204,98,11
38464777,254,0,17,1,0
38461291,34,1,4,4,0
38458875,184,1,64,6,2
38459354,364,0,59,6,1
38458935,64,2,23,1,1
38457354,103,1,30,2,2
38459107,78,1,3,2,0
38458095,26,0,4,2,0
38457312,106,5,11,11,2
38456989,164,1,46,4,2
38408620,1346,5,17,54,5
38454716,1886,46,368,350,23
38453496,59,0,9,2,0
38451270,464,2,43,4,1
38452668,89,1,26,1,2
38451532,772,2,121,13,6
38450248,129,0,32,1,1
38450892,37,0,0,1,0
38450701,747,1,122,6,0
38450773,8,1,0,1,0
38450534,10,2,0,1,0
38447715,8680,61,1399,673,57
38441022,9195,89,386,70,53
38407429,25,0,5,2,0
38439674,3157,76,421,204,21
38434290,114,0,15,14,3
38434116,1908,4,164,110,5
38433208,1368,0,168,62,8
38433433,45,0,5,2,0
38430983,142,0,11,4,0
38430015,46,0,12,1,0
38427087,79,0,12,9,0
38427580,172,0,34,28,3
38427172,610,12,23,16,3
38305658,77,1,6,6,3
38422751,111,1,18,8,1
38422412,155,1,13,6,2
38422013,50,1,15,1,0
38421903,10,0,6,1,0
38405626,23,0,1,4,1
38420577,132,2,4,8,5
37634393,159,0,42,19,1
38417884,245,1,19,9,2
38417612,1488,10,184,97,24
38418244,1079,6,125,61,3
38417923,41,2,4,6,0
38416945,489,10,20,17,5
38415366,25,1,10,1,0
38412278,7497,37,1215,550,58
38412100,71,1,7,5,1
38410823,49,0,8,3,1
38410521,27,0,7,2,0
38410079,42,0,9,3,0
38410112,52,0,4,5,0
38405354,20,0,3,1,0
38403798,1305,3,3,23,4
38405668,12129,1125,257,328,51
38403560,94,0,2,1,0
38403135,46,2,3,2,2
38402715,432,1,135,16,5
38398057,867,5,193,61,12
38399339,114,0,30,5,1
38397284,33,0,8,2,0
38396387,14,1,0,4,1
38394464,136,0,7,4,1
38391970,76,0,23,1,1
38389295,267,0,78,5,5
